wl,n,k,er,ei
180.0,1.28,1.188,0.22705600000000015,3.04128
185.0,1.28,1.188,0.22705600000000015,3.04128
190.0,1.3027027027027027,1.1965135135135134,0.26538974360847356,3.1174027757487215
195.0,1.3383783783783785,1.224135135135135,0.2927498546384226,3.2767119941563183
200.0,1.33,1.25555,0.1924941975000003,3.339763
205.0,1.3172500000000003,1.288475,0.07497973687500048,3.394487387500001
210.0,1.3,1.331,-0.08156099999999977,3.4606
215.0,1.3,1.3754888888888888,-0.20196968345678967,3.5762711111111107
220.0,1.3,1.4157999999999997,-0.314489639999999,3.6810799999999992
225.0,1.3075,1.4517499999999999,-0.39802181249999924,3.79632625
230.0,1.3025490196078433,1.4875686274509803,-0.5162264728950396,3.875262114571319
235.0,1.3127586206896553,1.5218793103448276,-0.5927814390606418,3.9957203686087994
240.0,1.32,1.5576181818181818,-0.6837744003305783,4.112112
245.0,1.32375,1.5972499999999998,-0.7988934999999997,4.228719375
250.0,1.33,1.640344262295082,-0.9218292988443963,4.363315737704918
255.0,1.33,1.687065573770492,-1.0772902502015593,4.487594426229509
260.0,1.345076923076923,1.7339846153846155,-1.19747071739645,4.664685382248521
265.0,1.363972602739726,1.774150684931507,-1.2871893918183523,4.8397858547569905
270.0,1.3876388888888889,1.8097222222222225,-1.349552835648149,5.022481867283951
275.0,1.422361111111111,1.8402777777777777,-1.3635111689814812,5.235079089506172
280.0,1.4487951807228916,1.8573373493975904,-1.3506945537813908,5.381802801567717
285.0,1.4715,1.869675,-1.3303723556249998,5.502453525
290.0,1.484,1.8753000000000002,-1.314494090000001,5.565890400000001
295.0,1.5022352941176471,1.881364705882353,-1.282822277647059,5.6525049245674746
300.0,1.5257647058823531,1.887835294117647,-1.2359641599999995,5.760784924567475
305.0,1.53,1.8906734693877552,-1.2337461678467307,5.785460816326531
310.0,1.53,1.8927142857142858,-1.2414673673469392,5.7917057142857145
315.0,1.5344329896907216,1.895216494845361,-1.2373609624827298,5.816165424593475
320.0,1.5395876288659793,1.8977938144329898,-1.2312912951429489,5.843639757678818
325.0,1.5151351351351352,1.8917837837837839,-1.283211406866326,5.732616157779401
330.0,1.4881081081081082,1.885027027027027,-1.338861151205259,5.610248005843682
335.0,1.48,1.8791818181818183,-1.3409243057851246,5.562378181818182
340.0,1.48,1.8737272727272727,-1.3204538925619835,5.546232727272727
345.0,1.4842735042735042,1.869931623931624,-1.293576442691212,5.550979928409672
350.0,1.4928205128205128,1.8677948717948718,-1.260144599605523,5.576564996712689
355.0,1.4988321167883212,1.8676934306569342,-1.2417810366029083,5.598717796366349
360.0,1.4915328467153284,1.8782773722627737,-1.303255654323619,5.603024791944163
365.0,1.4842335766423358,1.8888613138686132,-1.3648477529969636,5.607022767329107
370.0,1.4769117647058823,1.9008676470588237,-1.4320294509083054,5.614827582179931
375.0,1.4695588235294117,1.9148382352941178,-1.507002331531143,5.627934848615917
380.0,1.4622058823529411,1.9288088235294119,-1.5822574353373708,5.640631215397924
385.0,1.4622012578616352,1.937182389937107,-1.6146430933902933,5.665101054546893
390.0,1.4653459119496854,1.9431572327044024,-1.6286213893437762,5.6947950144377195
395.0,1.4684905660377359,1.949132075471698,-1.6426513050907796,5.724564129583482
400.0,1.4683647798742139,1.9529811320754717,-1.6580401754677423,5.735377420196986
405.0,1.4652201257861635,1.954867924528302,-1.6746385853407704,5.72862365254539
410.0,1.4620754716981132,1.9567547169811321,-1.6912243374866502,5.721846151655393
415.0,1.4590116279069767,1.957011627906977,-1.7011795813953494,5.710605442130882
420.0,1.4561046511627906,1.9541046511627909,-1.6982842325581404,5.690761742833964
425.0,1.4531976744186046,1.9511976744186048,-1.695388883720931,5.670951845592212
430.0,1.4502906976744185,1.9482906976744188,-1.692493534883722,5.651175750405625
435.0,1.4345588235294118,1.9405000000000001,-1.7075812318339105,5.5675227941176475
440.0,1.4174019607843138,1.9321666666666668,-1.724239709342561,5.4773136437908505
445.0,1.4002450980392156,1.9238333333333335,-1.7404483598615927,5.387676388888889
450.0,1.3830882352941176,1.9155000000000002,-1.7562071833910042,5.298611029411765
455.0,1.366,1.9010000000000002,-1.7478450000000005,5.193532000000001
460.0,1.3489268292682928,1.8851463414634146,-1.7341731380130874,5.085848954193932
465.0,1.3318536585365854,1.8692926829268293,-1.720420966686496,4.979248597263534
470.0,1.314780487804878,1.8534390243902439,-1.7065884860202258,4.873730929208804
475.0,1.2703265306122449,1.8466489795918368,-1.7963829594502294,4.69169438300708
480.0,1.2152244897959184,1.8433836734693878,-1.9212928070137443,4.480249968179925
485.0,1.160122448979592,1.8401183673469388,-2.0401515092211575,4.269525253477719
490.0,1.1050204081632655,1.83685306122449,-2.1529590660724702,4.059520238900459
495.0,1.0499183673469392,1.833587755102041,-2.25971547756768,3.8502349244481486
500.0,0.9711200000000004,1.873672,-2.5675727091839993,3.6391207052800016
505.0,0.8871200000000002,1.9232719999999999,-2.9119932915839994,3.412346113280001
510.0,0.8031200000000001,1.972872,-3.247222193984,3.1689059212800004
515.0,0.7191199999999998,2.022472,-3.5732594163840004,2.908800129279999
520.0,0.6351199999999997,2.0720720000000004,-3.8901049587840015,2.6320287372799993
525.0,0.5918772563176894,2.136357400722022,-4.213704257073599,2.528922713706682
530.0,0.557581227436823,2.20386642599278,-4.546130398428235,2.457669093823717
535.0,0.5232851985559567,2.271375451263538,-4.885319041574895,2.3771543080191324
540.0,0.4889891696750903,2.3388844765342958,-5.231270186513573,2.287378356292927
545.0,0.45469314079422396,2.406393501805054,-5.583983833244274,2.188341238645102
550.0,0.4241492537313434,2.4720507462686565,-5.931132302686566,2.097036958431722
555.0,0.4032537313432836,2.5329462686567163,-6.253203228059701,2.042840068255736
560.0,0.3823582089552238,2.593841791044776,-6.581817437014926,1.983553403074181
565.0,0.361462686567164,2.654737313432836,-6.916974929552239,1.9191769628870565
570.0,0.34056716417910426,2.7156328358208963,-7.258675705671647,1.8497107476943633
575.0,0.31967164179104446,2.776528358208956,-7.6069197653731395,1.7751547574961004
580.0,0.2987761194029847,2.837423880597016,-7.961707108656722,1.6955089922922686
585.0,0.2833141210374638,2.8971815561959664,-8.313394078382851,1.6416248921592234
590.0,0.27178674351584997,2.9561152737752168,-8.664749477896175,1.606865887433663
595.0,0.2602593659942362,3.015048991354467,-9.022785482679868,1.56938947786295
600.0,0.24873198847262246,3.0739827089337175,-9.38750209273393,1.5291956634470842
605.0,0.23720461095100867,3.132916426512968,-9.758899308058364,1.4862844441860659
610.0,0.22567723342939489,3.1918501440922182,-10.136977128653168,1.4406558200798945
615.0,0.2141498559077811,3.2507838616714686,-10.521735554518342,1.3923097911285705
620.0,0.20475409836065583,3.303850117096018,-10.873501355439886,1.3529537036894848
625.0,0.19655737704918042,3.353615925058547,-11.208104970333842,1.3183558997197375
630.0,0.188360655737705,3.4033817330210767,-11.54752748403161,1.2821264299151538
635.0,0.18016393442622958,3.453147540983606,-11.891768896533186,1.2442652942757326
640.0,0.17196721311475416,3.5029133489461355,-12.240829207838576,1.2047724928014745
645.0,0.16377049180327874,3.5526791569086646,-12.594708417947773,1.1636480254923793
650.0,0.15557377049180332,3.6024449648711943,-12.953406526860784,1.1208918923484472
655.0,0.1473770491803279,3.6522107728337234,-13.316923534577603,1.0765040933696781
660.0,0.1398888888888889,3.701511111111111,-13.681615604444444,1.0356005530864199
665.0,0.13877777777777778,3.7466222222222223,-14.017918804444445,1.039895812345679
670.0,0.1376666666666667,3.791733333333333,-14.358289559999998,1.0439905777777778
675.0,0.13655555555555557,3.8368444444444445,-14.702727871111112,1.0478848493827162
680.0,0.13544444444444445,3.8819555555555554,-15.051233737777777,1.0515786271604939
685.0,0.13433333333333333,3.9270666666666667,-15.40380716,1.055071911111111
690.0,0.13322222222222224,3.9721777777777776,-15.760448137777777,1.058364701234568
695.0,0.13211111111111112,4.0172888888888885,-16.12115667111111,1.061456997530864
700.0,0.131,4.0624,-16.48593276,1.0643488
705.0,0.13009708737864079,4.10726213592233,-16.852677001036852,1.0686856819681403
710.0,0.13106796116504854,4.149883495145631,-17.204354212838158,1.087833537562447
715.0,0.13203883495145632,4.192504854368932,-17.559662699971717,1.1071469129983975
720.0,0.13300970873786408,4.235126213592233,-17.91860246243755,1.1266258082759921
725.0,0.13398058252427186,4.277747572815534,-18.281173500235653,1.1462702233952307
730.0,0.13495145631067962,4.320368932038836,-18.647375813366015,1.166080158356113
735.0,0.1359223300970874,4.362990291262136,-19.017209401828637,1.186055613158639
740.0,0.13689320388349518,4.4056116504854375,-19.39067426562353,1.2061965878028094
745.0,0.13786407766990294,4.448233009708739,-19.767770404750692,1.2265030822886234
750.0,0.13883495145631072,4.490854368932039,-20.14849781921011,1.2469750966160813
755.0,0.13980582524271848,4.533475728155341,-20.5328565090018,1.267612630785183
760.0,0.14122887864823352,4.575241167434717,-20.912886144025155,1.2923123592440797
765.0,0.14276497695852539,4.616792626728111,-21.294392319565087,1.3182325859542574
770.0,0.14430107526881725,4.658344086021506,-21.679346823447805,1.344408121170078
775.0,0.1458371735791091,4.6998955453149005,-22.067749655673303,1.3708389648915416
780.0,0.14737327188940094,4.741447004608295,-22.459600816241586,1.3975251171186478
785.0,0.1489093701996928,4.7829984639016905,-22.85490030515266,1.4244665778513976
790.0,0.15044546850998466,4.824549923195085,-23.25364812240651,1.4516633470897902
795.0,0.15198156682027653,4.86610138248848,-23.655844268003147,1.4791154248338256
800.0,0.15351766513056836,4.907652841781874,-24.061488741942565,1.5068228110835038
805.0,0.15505376344086022,4.949204301075269,-24.470581544224764,1.5347855058388253
810.0,0.15658986175115208,4.990755760368664,-24.883122674849755,1.56300350909979
815.0,0.15812596006144394,5.032307219662059,-25.299112133817527,1.5914768208663974
820.0,0.15966205837173578,5.073858678955453,-25.718549921128076,1.6202054411386475
825.0,0.16055007052186177,5.114904090267983,-26.136467527495576,1.642396424810168
830.0,0.1612552891396333,5.155806770098731,-26.5563401823204,1.6628022229206993
835.0,0.1619605077574048,5.196709449929478,-26.979557900913303,1.6833234023565642
840.0,0.16266572637517632,5.237612129760225,-27.406120683274278,1.7039599631177624
845.0,0.16337094499294783,5.278514809590973,-27.83602852940334,1.7247119052042947
850.0,0.16407616361071933,5.3194174894217205,-28.26928143930047,1.7455792286161602
855.0,0.16478138222849084,5.360320169252468,-28.705879412965672,1.7665619333533593
860.0,0.16548660084626235,5.401222849083215,-29.145822450398953,1.7876600194158918
865.0,0.16619181946403386,5.442125528913963,-29.589110551600317,1.8088734868037584
870.0,0.16689703808180537,5.48302820874471,-30.035743716569748,1.8302023355169579
875.0,0.16760225669957687,5.523930888575458,-30.485721945307255,1.8516465655554912
