lambd,r1,r2,eps_1,eps_2,eps_3,alpha,A_sca,A_abs,A_tot
5.820999999999998e-07,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-8.112669+1.6605400000000001j),1.78,(1.1350922453039284e-34+3.0389315630530807e-35j),1.2684013537746557e-19,3.7047120575829234e-17,3.71739607112067e-17
6.168000000000002e-07,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-10.661884+1.37424j),1.78,(6.388006313615386e-35+2.88332375653722e-35j),3.5793435492548864e-20,3.317265129310935e-17,3.32084447286019e-17
6.595e-07,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-13.648209+1.03516j),1.78,(-6.379698664749496e-36+2.721732374425085e-35j),4.356937940563466e-21,2.9286114604300086e-17,2.929047154224065e-17
7.045000000000001e-07,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-16.817708999999994+1.0667799999999998j),1.78,(-1.022674033478118e-34+3.77129775821938e-35j),5.086814403826585e-20,3.798752192720685e-17,3.8038390071245114e-17
7.559999999999999e-07,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-20.610164+1.27176j),1.78,(-2.661670588721153e-34+6.969987349985753e-35j),2.444255822837922e-19,6.542463865088723e-17,6.566906423317103e-17
8.211000000000001e-07,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-25.811289+1.62656j),1.78,(-6.762220580389835e-34+2.035133577048726e-34j),1.1570997203285142e-18,1.7588467709177331e-16,1.7704177681210182e-16
8.920000000000001e-07,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-32.040668999999994+1.9254200000000001j),1.78,(-2.1276298744432005e-33+1.4328448958909919e-33j),1.0961694363821841e-17,1.1398966172846018e-15,1.1508583116484237e-15
9.84e-07,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-40.2741+2.7939999999999996j),1.78,(2.5122235416739e-33+1.1834679686441629e-33j),8.675606262069312e-18,8.53478426349626e-16,8.621540326116954e-16
1.088e-06,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-51.04960000000001+3.8610000000000007j),1.78,(1.3062855387763252e-33+1.8989947299941723e-34j),1.3114872351365474e-18,1.2385855312237661e-16,1.2517004035751316e-16
1.216e-06,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-66.21852499999999+5.7014999999999985j),1.78,(9.404460948521725e-34+7.323357634287973e-35j),4.2922002433918784e-19,4.2737371366779737e-17,4.3166591391118925e-17
1.393e-06,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-90.426461+8.18634j),1.78,(7.694350034231963e-34+3.320732923868107e-35j),1.6613780801940274e-19,1.6916634649544067e-17,1.708277245756347e-17
1.61e-06,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-125.35050000000004+12.555200000000005j),1.78,(6.832201237807128e-34+1.9073896583764353e-35j),7.332921579313099e-20,8.407070432472376e-18,8.480399648265507e-18
1.9370000000000003e-06,1.5000000000000002e-08,1.7e-08,5.44200189409969,(-189.042+25.3552j),1.78,(6.259919228205617e-34+1.309428922422312e-35j),2.937175181141905e-20,4.797151639327864e-18,4.826523391139283e-18
